label,prompt,mean_same,max_other,score
Amanita citrina,Amanita citrina with irregular cap,-inf,-inf,
Amanita citrina,mushroom displaying irregular cap,-inf,-inf,
Amanita citrina,Amanita citrina showing irregular cap,-inf,-inf,
Amanita citrina,Amanita citrina with balanced proportions,-inf,-inf,
Amanita citrina,mushroom displaying balanced proportions,-inf,-inf,
Amanita citrina,Amanita citrina showing balanced proportions,-inf,-inf,
Amanita citrina,"dark, shadowy photograph of Amanita citrina",-inf,-inf,
Amanita citrina,"Amanita citrina in dark, shadowy conditions",-inf,-inf,
Amanita citrina,balanced contrast photograph of Amanita citrina,-inf,-inf,
Amanita citrina,Amanita citrina in balanced contrast conditions,-inf,-inf,
Amanita citrina,Amanita citrina with black and gray coloring and rough texture,-inf,-inf,
Amanita citrina,black Amanita citrina mushroom with irregular cap,-inf,-inf,
Amanita citrina,Amanita citrina showing moderately textured surface,-inf,-inf,
Amanita citrina,mushroom with moderately textured cap texture,-inf,-inf,
Amanita citrina,moderately textured Amanita citrina specimen,-inf,-inf,
Amanita citrina,Amanita citrina showing highly detailed surface,-inf,-inf,
Amanita citrina,mushroom with highly detailed cap texture,-inf,-inf,
Amanita citrina,highly detailed Amanita citrina specimen,-inf,-inf,
Amanita citrina,naturally lit photograph of Amanita citrina,-inf,-inf,
Amanita citrina,Amanita citrina in naturally lit conditions,-inf,-inf,
Amanita citrina,Amanita citrina with black and gray coloring and moderately textured texture,-inf,-inf,
Amanita citrina,Amanita citrina mushroom with brown coloration,-inf,-inf,
Amanita citrina,mushroom displaying brown tones,-inf,-inf,
Amanita citrina,brown-colored Amanita citrina fungus,-inf,-inf,
Amanita citrina,photograph of brown Amanita citrina,-inf,-inf,
Amanita citrina,high contrast photograph of Amanita citrina,-inf,-inf,
Amanita citrina,Amanita citrina in high contrast conditions,-inf,-inf,
Amanita citrina,Amanita citrina mushroom with cream coloration,-inf,-inf,
Amanita citrina,mushroom displaying cream tones,-inf,-inf,
Amanita citrina,cream-colored Amanita citrina fungus,-inf,-inf,
Amanita citrina,photograph of cream Amanita citrina,-inf,-inf,
Amanita citrina,Amanita citrina with black and cream coloring and moderately textured texture,-inf,-inf,
Amanita citrina,Amanita citrina typically displaying black coloration,-inf,-inf,
Amanita citrina,Amanita citrina typically displaying gray coloration,-inf,-inf,
Amanita citrina,Amanita citrina typically displaying brown coloration,-inf,-inf,
Amanita citrina,Amanita citrina commonly showing highly detailed,-inf,-inf,
Amanita citrina,Amanita citrina commonly showing moderately textured,-inf,-inf,
Amanita citrina,a photo of false death cap,-inf,-inf,
Amanita citrina,a photograph of false death cap,-inf,-inf,
Amanita citrina,false death cap mushroom,-inf,-inf,
Amanita citrina,false death cap fungus,-inf,-inf,
Amanita citrina,photo of false death cap mushroom,-inf,-inf,
Amanita citrina,field guide photo of false death cap,-inf,-inf,
Amanita citrina,a photo of citron amanita,-inf,-inf,
Amanita citrina,a photograph of citron amanita,-inf,-inf,
Amanita citrina,citron amanita mushroom,-inf,-inf,
Amanita citrina,citron amanita fungus,-inf,-inf,
Amanita citrina,photo of citron amanita mushroom,-inf,-inf,
Amanita citrina,field guide photo of citron amanita,-inf,-inf,
Amanita citrina,a photo of the false death cap,-inf,-inf,
Amanita citrina,a photograph of the false death cap,-inf,-inf,
Amanita citrina,the false death cap mushroom,-inf,-inf,
Amanita citrina,the false death cap fungus,-inf,-inf,
Amanita citrina,photo of the false death cap mushroom,-inf,-inf,
Amanita citrina,field guide photo of the false death cap,-inf,-inf,
Amanita flavoconia,Amanita flavoconia mushroom with black coloration,-inf,-inf,
Amanita flavoconia,mushroom displaying black tones,-inf,-inf,
Amanita flavoconia,black-colored Amanita flavoconia fungus,-inf,-inf,
Amanita flavoconia,photograph of black Amanita flavoconia,-inf,-inf,
Amanita flavoconia,Amanita flavoconia mushroom with brown coloration,-inf,-inf,
Amanita flavoconia,mushroom displaying brown tones,-inf,-inf,
Amanita flavoconia,brown-colored Amanita flavoconia fungus,-inf,-inf,
Amanita flavoconia,photograph of brown Amanita flavoconia,-inf,-inf,
Amanita flavoconia,Amanita flavoconia showing rough surface,-inf,-inf,
Amanita flavoconia,mushroom with rough cap texture,-inf,-inf,
Amanita flavoconia,rough Amanita flavoconia specimen,-inf,-inf,
Amanita flavoconia,Amanita flavoconia showing highly detailed surface,-inf,-inf,
Amanita flavoconia,mushroom with highly detailed cap texture,-inf,-inf,
Amanita flavoconia,highly detailed Amanita flavoconia specimen,-inf,-inf,
Amanita flavoconia,Amanita flavoconia with irregular cap,-inf,-inf,
Amanita flavoconia,mushroom displaying irregular cap,-inf,-inf,
Amanita flavoconia,Amanita flavoconia showing irregular cap,-inf,-inf,
Amanita flavoconia,Amanita flavoconia with balanced proportions,-inf,-inf,
Amanita flavoconia,mushroom displaying balanced proportions,-inf,-inf,
Amanita flavoconia,Amanita flavoconia showing balanced proportions,-inf,-inf,
Amanita flavoconia,"dark, shadowy photograph of Amanita flavoconia",-inf,-inf,
Amanita flavoconia,"Amanita flavoconia in dark, shadowy conditions",-inf,-inf,
Amanita flavoconia,balanced contrast photograph of Amanita flavoconia,-inf,-inf,
Amanita flavoconia,Amanita flavoconia in balanced contrast conditions,-inf,-inf,
Amanita flavoconia,Amanita flavoconia with black and brown coloring and rough texture,-inf,-inf,
Amanita flavoconia,black Amanita flavoconia mushroom with irregular cap,-inf,-inf,
Amanita flavoconia,Amanita flavoconia mushroom with gray coloration,-inf,-inf,
Amanita flavoconia,mushroom displaying gray tones,-inf,-inf,
Amanita flavoconia,gray-colored Amanita flavoconia fungus,-inf,-inf,
Amanita flavoconia,photograph of gray Amanita flavoconia,-inf,-inf,
Amanita flavoconia,"Amanita flavoconia with wide, spreading form",-inf,-inf,
Amanita flavoconia,"mushroom displaying wide, spreading form",-inf,-inf,
Amanita flavoconia,"Amanita flavoconia showing wide, spreading form",-inf,-inf,
Amanita flavoconia,high contrast photograph of Amanita flavoconia,-inf,-inf,
Amanita flavoconia,Amanita flavoconia in high contrast conditions,-inf,-inf,
Amanita flavoconia,Amanita flavoconia with gray and black coloring and rough texture,-inf,-inf,
Amanita flavoconia,gray Amanita flavoconia mushroom with irregular cap,-inf,-inf,
Amanita flavoconia,Amanita flavoconia with black and gray coloring and rough texture,-inf,-inf,
Amanita flavoconia,Amanita flavoconia typically displaying black coloration,-inf,-inf,
Amanita flavoconia,Amanita flavoconia typically displaying gray coloration,-inf,-inf,
Amanita flavoconia,Amanita flavoconia typically displaying brown coloration,-inf,-inf,
Amanita flavoconia,Amanita flavoconia commonly showing rough,-inf,-inf,
Amanita flavoconia,Amanita flavoconia commonly showing highly detailed,-inf,-inf,
Amanita flavoconia,a photo of yellow patches,-inf,-inf,
Amanita flavoconia,a photograph of yellow patches,-inf,-inf,
Amanita flavoconia,yellow patches mushroom,-inf,-inf,
Amanita flavoconia,yellow patches fungus,-inf,-inf,
Amanita flavoconia,photo of yellow patches mushroom,-inf,-inf,
Amanita flavoconia,field guide photo of yellow patches,-inf,-inf,
Amanita muscaria,Amanita muscaria mushroom with black coloration,-inf,-inf,
Amanita muscaria,mushroom displaying black tones,-inf,-inf,
Amanita muscaria,black-colored Amanita muscaria fungus,-inf,-inf,
Amanita muscaria,photograph of black Amanita muscaria,-inf,-inf,
Amanita muscaria,Amanita muscaria mushroom with gray coloration,-inf,-inf,
Amanita muscaria,mushroom displaying gray tones,-inf,-inf,
Amanita muscaria,gray-colored Amanita muscaria fungus,-inf,-inf,
Amanita muscaria,photograph of gray Amanita muscaria,-inf,-inf,
Amanita muscaria,Amanita muscaria showing rough surface,-inf,-inf,
Amanita muscaria,mushroom with rough cap texture,-inf,-inf,
Amanita muscaria,rough Amanita muscaria specimen,-inf,-inf,
Amanita muscaria,Amanita muscaria showing textured surface,-inf,-inf,
Amanita muscaria,mushroom with textured cap texture,-inf,-inf,
Amanita muscaria,textured Amanita muscaria specimen,-inf,-inf,
Amanita muscaria,Amanita muscaria with irregular cap,-inf,-inf,
Amanita muscaria,mushroom displaying irregular cap,-inf,-inf,
Amanita muscaria,Amanita muscaria showing irregular cap,-inf,-inf,
Amanita muscaria,Amanita muscaria with balanced proportions,-inf,-inf,
Amanita muscaria,mushroom displaying balanced proportions,-inf,-inf,
Amanita muscaria,Amanita muscaria showing balanced proportions,-inf,-inf,
Amanita muscaria,"dark, shadowy photograph of Amanita muscaria",-inf,-inf,
Amanita muscaria,"Amanita muscaria in dark, shadowy conditions",-inf,-inf,
Amanita muscaria,balanced contrast photograph of Amanita muscaria,-inf,-inf,
Amanita muscaria,Amanita muscaria in balanced contrast conditions,-inf,-inf,
Amanita muscaria,Amanita muscaria with black and gray coloring and rough texture,-inf,-inf,
Amanita muscaria,black Amanita muscaria mushroom with irregular cap,-inf,-inf,
Amanita muscaria,naturally lit photograph of Amanita muscaria,-inf,-inf,
Amanita muscaria,Amanita muscaria in naturally lit conditions,-inf,-inf,
Amanita muscaria,Amanita muscaria mushroom with brown coloration,-inf,-inf,
Amanita muscaria,mushroom displaying brown tones,-inf,-inf,
Amanita muscaria,brown-colored Amanita muscaria fungus,-inf,-inf,
Amanita muscaria,photograph of brown Amanita muscaria,-inf,-inf,
Amanita muscaria,Amanita muscaria showing highly detailed surface,-inf,-inf,
Amanita muscaria,mushroom with highly detailed cap texture,-inf,-inf,
Amanita muscaria,highly detailed Amanita muscaria specimen,-inf,-inf,
Amanita muscaria,high contrast photograph of Amanita muscaria,-inf,-inf,
Amanita muscaria,Amanita muscaria in high contrast conditions,-inf,-inf,
Amanita muscaria,Amanita muscaria with brown and black coloring and rough texture,-inf,-inf,
Amanita muscaria,brown Amanita muscaria mushroom with irregular cap,-inf,-inf,
Amanita muscaria,Amanita muscaria mushroom with tan coloration,-inf,-inf,
Amanita muscaria,mushroom displaying tan tones,-inf,-inf,
Amanita muscaria,tan-colored Amanita muscaria fungus,-inf,-inf,
Amanita muscaria,photograph of tan Amanita muscaria,-inf,-inf,
Amanita muscaria,Amanita muscaria with black and tan coloring and rough texture,-inf,-inf,
Amanita muscaria,Amanita muscaria with gray and black coloring and rough texture,-inf,-inf,
Amanita muscaria,gray Amanita muscaria mushroom with irregular cap,-inf,-inf,
Amanita muscaria,Amanita muscaria typically displaying black coloration,-inf,-inf,
Amanita muscaria,Amanita muscaria typically displaying gray coloration,-inf,-inf,
Amanita muscaria,Amanita muscaria typically displaying brown coloration,-inf,-inf,
Amanita muscaria,Amanita muscaria commonly showing rough,-inf,-inf,
Amanita muscaria,Amanita muscaria commonly showing highly detailed,-inf,-inf,
Amanita muscaria,a photograph of fly amanita,-inf,-inf,
Amanita muscaria,fly amanita mushroom,-inf,-inf,
Amanita muscaria,fly amanita fungus,-inf,-inf,
Amanita muscaria,photo of fly amanita mushroom,-inf,-inf,
Amanita muscaria,field guide photo of fly amanita,-inf,-inf,
Amanita muscaria,a photograph of fly agaric,-inf,-inf,
Amanita muscaria,fly agaric mushroom,-inf,-inf,
Amanita muscaria,fly agaric fungus,-inf,-inf,
Amanita muscaria,photo of fly agaric mushroom,-inf,-inf,
Amanita muscaria,field guide photo of fly agaric,-inf,-inf,
Amanita muscaria,a photo of bug agaric,-inf,-inf,
Amanita muscaria,a photograph of bug agaric,-inf,-inf,
Amanita muscaria,bug agaric mushroom,-inf,-inf,
Amanita muscaria,bug agaric fungus,-inf,-inf,
Amanita muscaria,photo of bug agaric mushroom,-inf,-inf,
Amanita muscaria,field guide photo of bug agaric,-inf,-inf,
Amanita muscaria,a photo of the fly agaric,-inf,-inf,
Amanita muscaria,a photograph of the fly agaric,-inf,-inf,
Amanita muscaria,the fly agaric mushroom,-inf,-inf,
Amanita muscaria,the fly agaric fungus,-inf,-inf,
Amanita muscaria,photo of the fly agaric mushroom,-inf,-inf,
Amanita muscaria,field guide photo of the fly agaric,-inf,-inf,
Amanita pantherina,Amanita pantherina mushroom with black coloration,-inf,-inf,
Amanita pantherina,mushroom displaying black tones,-inf,-inf,
Amanita pantherina,black-colored Amanita pantherina fungus,-inf,-inf,
Amanita pantherina,photograph of black Amanita pantherina,-inf,-inf,
Amanita pantherina,Amanita pantherina mushroom with gray coloration,-inf,-inf,
Amanita pantherina,mushroom displaying gray tones,-inf,-inf,
Amanita pantherina,gray-colored Amanita pantherina fungus,-inf,-inf,
Amanita pantherina,photograph of gray Amanita pantherina,-inf,-inf,
Amanita pantherina,Amanita pantherina showing rough surface,-inf,-inf,
Amanita pantherina,mushroom with rough cap texture,-inf,-inf,
Amanita pantherina,rough Amanita pantherina specimen,-inf,-inf,
Amanita pantherina,Amanita pantherina showing highly detailed surface,-inf,-inf,
Amanita pantherina,mushroom with highly detailed cap texture,-inf,-inf,
Amanita pantherina,highly detailed Amanita pantherina specimen,-inf,-inf,
Amanita pantherina,Amanita pantherina with irregular cap,-inf,-inf,
Amanita pantherina,mushroom displaying irregular cap,-inf,-inf,
Amanita pantherina,Amanita pantherina showing irregular cap,-inf,-inf,
Amanita pantherina,"Amanita pantherina with tall, narrow form",-inf,-inf,
Amanita pantherina,"mushroom displaying tall, narrow form",-inf,-inf,
Amanita pantherina,"Amanita pantherina showing tall, narrow form",-inf,-inf,
Amanita pantherina,naturally lit photograph of Amanita pantherina,-inf,-inf,
Amanita pantherina,Amanita pantherina in naturally lit conditions,-inf,-inf,
Amanita pantherina,balanced contrast photograph of Amanita pantherina,-inf,-inf,
Amanita pantherina,Amanita pantherina in balanced contrast conditions,-inf,-inf,
Amanita pantherina,Amanita pantherina with black and gray coloring and rough texture,-inf,-inf,
Amanita pantherina,black Amanita pantherina mushroom with irregular cap,-inf,-inf,
Amanita pantherina,Amanita pantherina mushroom with brown coloration,-inf,-inf,
Amanita pantherina,mushroom displaying brown tones,-inf,-inf,
Amanita pantherina,brown-colored Amanita pantherina fungus,-inf,-inf,
Amanita pantherina,photograph of brown Amanita pantherina,-inf,-inf,
Amanita pantherina,"Amanita pantherina with wide, spreading form",-inf,-inf,
Amanita pantherina,"mushroom displaying wide, spreading form",-inf,-inf,
Amanita pantherina,"Amanita pantherina showing wide, spreading form",-inf,-inf,
Amanita pantherina,Amanita pantherina with black and brown coloring and rough texture,-inf,-inf,
Amanita pantherina,Amanita pantherina showing textured surface,-inf,-inf,
Amanita pantherina,mushroom with textured cap texture,-inf,-inf,
Amanita pantherina,textured Amanita pantherina specimen,-inf,-inf,
Amanita pantherina,Amanita pantherina with balanced proportions,-inf,-inf,
Amanita pantherina,mushroom displaying balanced proportions,-inf,-inf,
Amanita pantherina,Amanita pantherina showing balanced proportions,-inf,-inf,
Amanita pantherina,"dark, shadowy photograph of Amanita pantherina",-inf,-inf,
Amanita pantherina,"Amanita pantherina in dark, shadowy conditions",-inf,-inf,
Amanita pantherina,Amanita pantherina with gray and black coloring and rough texture,-inf,-inf,
Amanita pantherina,gray Amanita pantherina mushroom with irregular cap,-inf,-inf,
Amanita pantherina,Amanita pantherina mushroom with tan coloration,-inf,-inf,
Amanita pantherina,mushroom displaying tan tones,-inf,-inf,
